Chaser Advantage = ,(Cadv) = 124,,,,,Event Weighting,,,,,,,,,,,,,,,,,,,
K-Factor (max Rating swing) = K = 42,,,,,,104 Chases in WCT 3,,100%,K = 64,Evade Ratio Global:,,Average Chase Time:,,,,,,,,,,,,,
Expected Outcome E = ,1 / (1+10^(Rating diff - Cadv)/S),,,,,98 Chases in Euros,,70%,K = 44.8,25.56%,Global Evade,13.27,,,,,,,,,,,,Evade Loss,Chases
-75,0.8569150318,9.157437962,,,,,,net,12.72007013,,,,Laine Cammarata,Kyle Soderman,16,26.08072621,2,,,,,,,,
-70,0.8513119022,9.516038256,,,,Rob Schihl,Tavon McVey,8.7,7.173389947,0,,,,,,-1.75686207,,,,,,,,,
-65,0.8455289099,9.886149766,,,,Nate Weston,Rob Schihl,20,-27.93526623,0,,,Kyle Soderman,Davis Vasconcellos,10,7.06024508,0,,,,,,,,
-60,0.8395633851,10.26794335,,,,Brett Vance,Rob Schihl,20,-5.027502032,1,,,Seth Rujiraviriyapinyo,Kyle Soderman,20,-22.55513232,0,,,,,,,,
-55,0.8334128679,10.66157646,,,,,,net,40.13615821,,,,Davis Vasconcellos,Kyle Soderman,11,20.78363581,1,,,,,,,,
-50,0.8270751287,11.06719176,,,,Rob Schihl,Kyle Soderman,9.6,12.51580078,0,,,,,,8.831741585,,,,,,,,,
-45,0.8205481904,11.48491581,,,,Miguel Diaz,Rob Schihl,20,-23.4658345,0,,,Kyle Soderman,Michael Sliger,17,4.855578431,0,,,,,,,,
-40,0.8138303501,11.91485759,,,,Dale Smith,Rob Schihl,20,-9.245725433,1,,,Seth Wang,Kyle Soderman,20,-15.75934034,0,,,,,,,,
-35,0.806920201,12.35710714,,,,Omar Zaki,Rob Schihl,12.5,32.2944675,2,,,Jason Wu Bergeron,Kyle Soderman,15.3,24.7542523,1,,,,,,,,
-30,0.7998166544,12.81173412,,,,,,net,12.93289321,,,,,,,-4.139333536,,,,,,,,,
-25,0.792518962,13.27878643,,,,Rob Schihl,Max Weinreich,13.6,4.054456337,0,,,Joey Adrian,Kyle Soderman,20,-27.42546165,0,,,,,,,,
-20,0.785026737,13.75828883,,,,Jimbo Jambo,Rob Schihl,20,-30.99165548,0,,,Michael Franko,Kyle Soderman,20,-13.94665645,1,,,,,,,,
-15,0.7773399756,14.25024156,,,,Dom Tomato,Rob Schihl,6.2,41.59468954,1,,,Naji Vernon,Kyle Soderman,20,-10.54671476,2,,,,,,,,
-10,0.7694590771,14.75461906,,,,,,net,-6.548577717,,,,D'Ondrai Jones,Kyle Soderman,15.8,39.83530137,3,,,,,,,,
-5,0.7613848639,15.27136871,,,,Rob Schihl,Orlando Devaux,14,23.07784572,0,,,,,,12.08353149,,,,,,,,,
0,0.7531185991,15.80040966,,,,Luke Stones,Rob Schihl,20,-40.39347791,0,,,Kyle Soderman,Davis Vasconcellos,10.5,11.1704568,0,,,,,,,,
5,0.7446620043,16.34163172,,,,Abdullah West,Rob Schihl,5.4,31.70568579,1,,,Jarrod Luty,Kyle Soderman,20,-27.13574429,0,,,,,,,,
10,0.7360172749,16.8948944,,,,,,net,31.76563784,,,,Julius Porter,Kyle Soderman,12.6,29.26760209,1,,,,,,,,
15,0.7271870936,17.46002601,,,,Rob Schihl,Benjamin Garcia,10.8,8.110750561,0,,,,,,9.038599007,,,,,,,,,
20,0.7181746424,18.03682289,,,,Emile Gangnant,Rob Schihl,20,-30.35092016,0,,,Kyle Soderman,Jake Migliorato,5.8,2.735067512,0,,,,,,,,
25,0.7089836117,18.62504885,,,,Mathieu Gestin,Rob Schihl,5.7,32.36931664,1,,,Davis Vasconcellos,Kyle Soderman,20,-31.52196382,0,,,,,,,,
30,0.6996182081,19.22443468,,,,,,net,6.092354073,,,,Jarrod Luty,Kyle Soderman,8.5,25.97785605,1,,,,,,,,
35,0.6900831579,19.8346779,,,,Rob Schihl,Hugo Boch,7.5,20.25326256,0,,,,,,8.279175291,,,,,,,,,
40,0.6803837095,20.45544259,,,,Bilal Ligreci,Rob Schihl,20,-38.44875265,0,,,Kyle Soderman,Olof Wood,8.6,4.074317357,0,,,,,,,,
45,0.6705256317,21.08635957,,,,Bastien Ouali,Rob Schihl,10.7,41.13239775,1,,,Jason Wu Bergeron,Kyle Soderman,20,-32.90270436,0,,,,,,,,
50,0.6605152092,21.72702661,,,,,,net,17.56961747,,,,Michael Sliger,Kyle Soderman,7.7,17.50674287,1,,,,,,,,
55,0.6503592351,22.37700895,,,,,,,,,,,,,,19.47027885,,,,,,,,,
60,0.6400649998,23.03584001,,,,,,,,,,,Kyle Soderman,Dominique Karlin,9.1,5.632104132,0,,,,,,,,
65,0.6296402766,23.7030223,,,,,,,,,,,Benedikt Studer,Kyle Soderman,20,-26.27078555,0,,,,,,,,
70,0.6190933042,24.37802853,,,,,,,,,,,Florian Maeder,Kyle Soderman,8.6,41.0566856,1,,,,,,,,
75,0.6084327655,25.06030301,,,,,,,,,,,,,,-9.153795913,,,,,,,,,
80,0.5976677633,25.74926315,,,,,,,,,,,Kyle Soderman,Dave Hogenboom,10.6,13.07939655,0,,,,,,,,
85,0.5868077925,26.44430128,,,,,,,,,,,Emil Sieciechowicz,Kyle Soderman,20,-21.11837429,0,,,,,,,,
90,0.5758627103,27.14478654,,,,,,,,,,,Dayne Nembhard,Kyle Soderman,16.2,43.98701599,1,,,,,,,,
95,0.5648427018,27.85006709,,,,,,,,,,,,,,-9.789245151,,,,,,,,,
100,0.5537582446,28.55947234,,,,,,,,,,,Kyle Soderman,Dave Hogenboom,11.1,20.55075197,0,,,,,,,,
105,0.5426200704,29.2723155,,,,,,,,,,,Dayne Nembhard,Kyle Soderman,20,-33.86688403,0,,,,,,,,
110,0.5314391237,29.98789609,,,,,,,,,,,Emil Sieciechowicz,Kyle Soderman,15,45.24146625,1,,,,,,,,
115,0.5202265202,30.70550271,,,,,,,,,,,,,,9.176169749,,,,,,,,,
120,0.5089935029,31.42441581,,,,,,,,,,,Kyle Soderman,Oleg Gohman,9.2,23.01948575,0,,,,,,,,
125,0.4977513969,32.1439106,,,,,,,,,,,Dima Dtwist,Kyle Soderman,20,-32.32255841,0,,,,,,,,
130,0.486511564,32.86325991,,,,,,,,,,,Stas Nafterlayev,Kyle Soderman,12.3,16.22207766,1,,,,,,,,
135,0.4752853568,33.58173716,,,,,,,,,,,,,,39.1199665,,,,,,,,,
140,0.4640840731,34.29861932,,,,,,,,,,,,,,,,,,,,,,,
145,0.45291891,35.01318976,,,,,,,,,,,,,,,,,,,,,,,
150,0.4418009203,35.7247411,,,,,,,,,,,,,,,,,,,,,,,
155,0.4307409681,36.43257804,,,,,,,,,,,,,,,,,,,,,,,
160,0.4197496884,37.13601994,,,,,,,,,,,,,,,,,,,,,,,
165,0.4088374461,37.83440345,,,,,,,,,,,,,,,,,,,,,,,
170,0.3980142994,38.52708484,,,,,,,,,,,,,,,,,,,,,,,
175,0.3872899645,39.21344227,,,,,,,,,,,,,,,,,,,,,,,
180,0.3766737829,39.89287789,,,,,,,,,,,,,,,,,,,,,,,
185,0.3661746926,40.56481967,,,,,,,,,,,,,,,,,,,,,,,
190,0.3558012016,41.2287231,,,,,,,,,,,,,,,,,,,,,,,
195,0.3455613646,41.88407266,,,,,,,,,,,,,,,,,,,,,,,
200,0.3354627639,42.53038311,,,,,,,,,,,,,,,,,,,,,,,
205,0.3255124924,43.16720049,,,,,,,,,,,,,,,,,,,,,,,
210,0.3157171409,43.79410298,,,,,,,,,,,,,,,,,,,,,,,
215,0.3060827887,44.41070152,,,,,,,,,,,,,,,,,,,,,,,
220,0.2966149965,45.01664022,,,,,,,,,,,,,,,,,,,,,,,
225,0.2873188041,45.61159654,,,,,,,,,,,,,,,,,,,,,,,
230,0.2781987294,46.19528132,,,,,,,,,,,,,,,,,,,,,,,
235,0.269258772,46.7674386,,,,,,,,,,,,,,,,,,,,,,,
240,0.2605024178,47.32784526,,,,,,,,,,,,,,,,,,,,,,,
245,0.2519326479,47.87631054,,,,,,,,,,,,,,,,,,,,,,,
250,0.2435519485,48.41267529,,,,,,,,,,,,,,,,,,,,,,,
255,0.2353623238,48.93681128,,,,,,,,,,,,,,,,,,,,,,,
260,0.22736531,49.44862016,,,,,,,,,,,,,,,,,,,,,,,
265,0.2195619918,49.94803253,,,,,,,,,,,,,,,,,,,,,,,
270,0.21195302,50.43500672,,,,,,,,,,,,,,,,,,,,,,,
275,0.2045386304,50.90952765,,,,,,,,,,,,,,,,,,,,,,,
280,0.1973186635,51.37160554,,,,,,,,,,,,,,,,,,,,,,,
285,0.1902925852,51.82127455,,,,,,,,,,,,,,,,,,,,,,,
290,0.1834595086,52.25859145,,,,,,,,,,,,,,,,,,,,,,,
295,0.176818215,52.68363424,,,,,,,,,,,,,,,,,,,,,,,
300,0.1703671766,53.0965007,,,,,,,,,,,,,,,,,,,,,,,
305,0.164104578,53.49730701,,,,,,,,,,,,,,,,,,,,,,,
310,0.1580283387,53.88618632,,,,,,,,,,,,,,,,,,,,,,,
315,0.1521361343,54.2632874,,,,,,,,,,,,,,,,,,,,,,,
320,0.1464254185,54.62877322,,,,,,,,,,,,,,,,,,,,,,,
325,0.1408934435,54.98281962,,,,,,,,,,,,,,,,,,,,,,,
330,0.1355372809,55.32561402,,,,,,,,,,,,,,,,,,,,,,,
335,0.1303538411,55.65735417,,,,,,,,,,,,,,,,,,,,,,,
340,0.1253398928,55.97824686,,,,,,,,,,,,,,,,,,,,,,,
345,0.1204920808,56.28850683,,,,,,,,,,,,,,,,,,,,,,,
350,0.1158069437,56.58835561,,,,,,,,,,,,,,,,,,,,,,,
355,0.1112809306,56.87802044,,,,,,,,,,,,,,,,,,,,,,,
360,0.1069104171,57.15773331,,,,,,,,,,,,,,,,,,,,,,,
365,0.1026917194,57.42772996,,,,,,,,,,,,,,,,,,,,,,,
370,0.09862110929,57.68824901,,,,,,,,,,,,,,,,,,,,,,,
375,0.09469482641,57.93953111,,,,,,,,,,,,,,,,,,,,,,,
380,0.09090909091,58.18181818,,,,,,,,,,,,,,,,,,,,,,,
385,0.08726011459,58.41535267,,,,,,,,,,,,,,,,,,,,,,,
390,0.08374411142,58.64037687,,,,,,,,,,,,,,,,,,,,,,,
395,0.08035730711,58.85713235,,,,,,,,,,,,,,,,,,,,,,,
400,0.07709594795,59.06585933,,,,,,,,,,,,,,,,,,,,,,,
405,0.07395630884,59.26679623,,,,,,,,,,,,,,,,,,,,,,,
410,0.07093470052,59.46017917,,,,,,,,,,,,,,,,,,,,,,,
415,0.06802747616,59.64624153,,,,,,,,,,,,,,,,,,,,,,,
420,0.0652310372,59.82521362,,,,,,,,,,,,,,,,,,,,,,,
425,0.06254183859,59.99732233,,,,,,,,,,,,,,,,,,,,,,,
430,0.05995639334,60.16279083,,,,,,,,,,,,,,,,,,,,,,,
435,0.0574712766,60.3218383,,,,,,,,,,,,,,,,,,,,,,,
440,0.05508312909,60.47467974,,,,,,,,,,,,,,,,,,,,,,,
445,0.0527886601,60.62152575,,,,,,,,,,,,,,,,,,,,,,,
450,0.05058464996,60.7625824,,,,,,,,,,,,,,,,,,,,,,,
455,0.0484679521,60.89805107,,,,,,,,,,,,,,,,,,,,,,,
460,0.04643549472,61.02812834,,,,,,,,,,,,,,,,,,,,,,,
465,0.04448428203,61.15300595,,,,,,,,,,,,,,,,,,,,,,,
470,0.04261139518,61.27287071,,,,,,,,,,,,,,,,,,,,,,,
475,0.04081399289,61.38790445,,,,,,,,,,,,,,,,,,,,,,,
480,0.03908931177,61.49828405,,,,,,,,,,,,,,,,,,,,,,,
485,0.03743466635,61.60418135,,,,,,,,,,,,,,,,,,,,,,,
490,0.03584744893,61.70576327,,,,,,,,,,,,,,,,,,,,,,,
495,0.03432512917,61.80319173,,,,,,,,,,,,,,,,,,,,,,,
500,0.03286525351,61.89662378,,,,,,,,,,,,,,,,,,,,,,,
505,0.03146544442,61.98621156,,,,,,,,,,,,,,,,,,,,,,,
510,0.0301233995,62.07210243,,,,,,,,,,,,,,,,,,,,,,,
515,0.02883689041,62.15443901,,,,,,,,,,,,,,,,,,,,,,,
520,0.02760376174,62.23335925,,,,,,,,,,,,,,,,,,,,,,,
525,0.02642192971,62.3089965,,,,,,,,,,,,,,,,,,,,,,,
530,0.02528938089,62.38147962,,,,,,,,,,,,,,,,,,,,,,,
535,0.02420417072,62.45093307,,,,,,,,,,,,,,,,,,,,,,,
540,0.02316442204,62.51747699,,,,,,,,,,,,,,,,,,,,,,,
545,0.02216832358,62.58122729,,,,,,,,,,,,,,,,,,,,,,,
550,0.02121412834,62.64229579,,,,,,,,,,,,,,,,,,,,,,,
555,0.02030015204,62.70079027,,,,,,,,,,,,,,,,,,,,,,,
560,0.01942477146,62.75681463,,,,,,,,,,,,,,,,,,,,,,,
565,0.01858642279,62.81046894,,,,,,,,,,,,,,,,,,,,,,,
570,0.01778359999,62.8618496,,,,,,,,,,,,,,,,,,,,,,,
575,0.01701485317,62.9110494,,,,,,,,,,,,,,,,,,,,,,,
580,0.01627878685,62.95815764,,,,,,,,,,,,,,,,,,,,,,,
585,0.01557405843,63.00326026,,,,,,,,,,,,,,,,,,,,,,,
590,0.01489937647,63.04643991,,,,,,,,,,,,,,,,,,,,,,,
595,0.01425349915,63.08777605,,,,,,,,,,,,,,,,,,,,,,,
600,0.0136352326,63.12734511,,,,,,,,,,,,,,,,,,,,,,,
